,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,0.0,13957.671044984547,2854.8795070895726,18527.095023235564,10390.204040344925,9761.208531734172,19170.628289130225,5128.096917960892,5540.113446491868,3513.9803642023953,23784.66541702868,14768.9972916241,19470.62320522895,7269.143690972135,11414.824483976965,5809.191682153379,1926.7636077111276,19174.71254021817,19171.84352116405,22520.55132540054,5383.159388314635,18238.212631724633,23056.86633087853,17534.38077036084,3422.0227936119886,15758.887429003356,13320.82467417089,22292.291492800825,1854.5902512414973,12271.466497529951,8189.754819284885,6265.307654058179,20226.524565530282,20414.823658312605,23775.244015572163,9304.519332023552,9914.214694064276,20966.482513764677,11810.526829908986,21374.391266185805,4092.396974879148,23555.974061795874,13024.29978924011,1367.345238043414,18607.021819732465,7560.037367632517,8275.294435849397,8886.464426305885,11582.059963581609,5574.078937367141,17070.88708884222,13240.389155912299,11369.306487204925,3620.1756863445175,26267.302659390058,4906.294120820724,7572.950349764615,4179.004785831191,5588.897028931558,4638.420528585135,18777.03653402208,15882.531315882869,8153.745458376782,1867.0923919292263,21952.704981391245,17646.220360179115,3429.9985422737427,11035.108427197261,7967.713913036788,11602.16203989584,13532.695223051467,7643.34880795061,11396.793671906147,6176.564498165627,18027.224966699672,19141.30716539495,8043.265257344184,22823.57943005435,13552.412405177169,7068.327171261953,5563.768956381996,20020.436059187123,5386.979209167231,14253.144635483077,4916.170257425998,4931.6987945331775,2302.854750087378,10744.093307487608,19186.69731871538,13113.102226399365,3761.0930592049967,2875.164343128928,16809.476999597577,4834.997621509239,5561.151859102572,12621.88274386987,25404.612278088403,21715.415377100206,1988.0304323626438,19635.502590970264,3975.968058221796
1,13957.671044984547,0.0,15950.210845001391,20310.097513306035,15755.993684944153,19427.900581380378,15020.042942681623,17338.67852519332,19465.649385520126,16098.897633067923,28067.931772754473,27143.184264194206,5806.782672013824,17202.933848620123,16601.84848141917,19752.970232347336,14472.615002134204,14160.671311770499,7532.232404805364,11202.374971406733,17035.446868221567,16416.3541933037,22619.498889232713,29561.147542001814,10882.820819989642,10578.275284752235,4339.454919687495,13381.356919236554,15676.846749266895,6413.363314205737,15421.350816319562,13116.930929146498,30584.382043781756,12269.91018712036,34132.29281779939,18939.71924290326,20430.011698479273,27729.000883551504,3932.2518993574154,7472.437420279945,11374.563639981976,34053.656206052234,10731.14364827906,14421.65385800117,6494.216657919567,9432.670247602213,7977.33821521941,6499.230185183473,13913.265971726409,11023.832228404059,9362.938908270202,1279.4139283281231,2996.9159147363475,17267.438287134544,23675.601998682105,16100.695047108991,20397.417140412657,9779.323698497765,11015.177574601328,10686.008515811693,11383.288189271147,13537.992834981114,21676.551247834606,12371.184462289777,20869.850239041007,16094.036721717768,11102.701337962757,13063.28109626368,15475.203972807596,6594.654274486267,9847.921861997078,15242.04093945427,7469.62013759736,8935.345544521488,18917.71045872095,12041.710551246446,12796.695862604534,12869.63499870917,18647.162920937866,18151.297584470372,13242.110481339445,6333.679262482432,19267.60291266145,1138.2534867067177,17417.12803535646,12065.889938168672,14962.22927908806,7603.709620967913,9509.392462192314,19888.188580159833,11417.832543876268,16832.82249059854,2906.342374876023,18578.20726012066,11029.874387317383,9991.930794396047,25041.194580131356,9007.906082991763,14428.62224884968,5680.836294067978,17491.668330951168
2,2854.8795070895726,15950.210845001391,0.0,21127.237325310663,8877.03559754043,11498.750758234566,22024.95357543348,6522.687559587689,4653.815638806505,5159.904747182839,25959.47688224861,14946.139635370733,21632.2986527091,9241.523954413578,13934.066635408344,4758.368733084901,1480.7987709341198,19026.470245423872,20373.336128381135,25111.967525464825,7029.883925073016,21057.326729668228,25747.10523534636,17785.30994950608,6104.38211451413,18586.259709796373,14635.505491782646,22752.806969690573,1450.2806624926086,14949.79936320217,10673.184951081847,9007.75138422459,21092.77935692686,23197.349029576635,24537.69045774276,6766.018696397461,11343.06219677914,22781.01358587892,13290.183783529857,23422.13322906349,6938.6569305594,24274.034625500557,15875.784893982407,3771.4784899293804,19940.719044207006,10381.06401097691,9210.847138021561,11471.562796759647,14353.955273721594,8427.900153656306,19824.09294267962,15086.825842436176,13599.544587963232,4055.575544851803,29046.053983286612,2539.453681404723,8045.0422000136205,6425.37236275066,8442.673806324628,5542.429792067735,21571.662337427777,18732.39002369959,7831.593962917128,4652.988824400935,24696.617683399483,20463.110418506763,6187.6590888638975,13840.962574907859,10427.920214501068,14292.463223671419,16365.467576577212,10124.444972441699,12123.568822751822,8882.475443253417,20710.95895896663,21950.833537704213,10826.506407886156,25532.5043229214,15962.011558697732,8647.000057823523,4776.3257845335465,21742.930184315086,4728.443718603406,16386.41891933683,6171.6011698748,7769.363036954831,4432.853821185626,13498.734236957182,21864.619754297124,15274.614004942972,6599.092816440757,2403.961938134629,18849.448373891475,4682.248711890474,8414.993107543227,15464.031072136399,28059.787098265733,23071.406762484163,4404.923835890922,21566.449151401812,4500.113887447739
3,18527.095023235564,20310.097513306035,21127.237325310663,0.0,28292.428138991534,11589.973339054754,8164.515233619201,15553.041117414947,19952.315078707034,16287.020844832243,7970.385749761425,18361.28919765712,21701.49068612569,12564.489643435581,7229.7529695004105,20295.738912392422,20452.41667872039,33196.90137648392,27814.894463218803,18486.745576222984,14834.291523358977,5248.4216675111,4936.728167521481,18979.121396945644,16703.103005130513,10587.773750888333,23572.231120536722,33602.25900144215,19710.327369173756,13897.46739517672,10479.484433883186,12326.591175178968,16450.405040606143,13419.367533531526,19023.699377355602,27821.542193056084,12774.027281949886,9628.32846344577,22091.014327096887,23824.155221119592,15209.744672413144,19188.908879871204,9579.062845602382,17372.86427161624,26739.669799756317,13238.58999289577,22293.609577634576,15263.447841166162,7463.2066164618545,13859.103362050519,13033.070091118208,20901.39911584868,17945.700877926167,18079.51332309584,9048.130690921744,23427.784615707904,16777.208260017516,17913.54071645246,13849.982671469304,20840.43869499872,12394.074430952882,7185.671924044404,18963.187100274048,17287.672023728355,4693.6367562903715,5130.258570481608,16352.37780874696,8286.808070662672,10737.62380603828,13778.542520890953,10520.312257723152,11023.27179198626,24604.831558049733,15165.772944363898,1585.1971486222149,12000.81372241066,10750.764903019692,16522.450423590322,5609.929767831323,13821.323706505105,23390.626862057376,25373.50291150199,19530.79273864735,19459.409086608975,15976.214820789059,13929.091607136483,16711.92657954193,12991.705854120928,15309.163399742,7387.83459479163,15570.176652819326,19435.173269101564,21274.051259691936,18669.443805319963,13868.08782781534,10322.985711508081,6999.723208813331,28804.31018094341,16727.69096438597,23665.232980049022,17793.2316345289
4,10390.204040344925,15755.993684944153,8877.03559754043,28292.428138991534,0.0,20104.05580971163,27063.985164790494,15245.10314822435,13208.865242707263,13725.581444878757,34095.72637442998,23621.377034372912,21339.325293926235,17653.75342526342,21482.031794036615,13193.41957189265,8642.501605438092,11690.447938381147,16629.618997439477,26791.646235347314,15645.643642880275,26933.628719502318,32451.991079131032,26464.17232788511,11591.209255293426,22838.288399089804,12305.47528541665,16592.0173577537,10148.909547335616,18194.19803124062,18381.61625102646,16065.433825452707,29960.77789377305,26554.40537839249,33381.88071394421,4904.605590666797,20110.660779795377,31350.338004557463,11895.003488860355,22459.756588173434,13085.164767781871,33107.61401853054,20885.520271230977,11750.058255174737,16690.876459910665,15502.106469767263,7971.538998211073,14819.289389171128,20924.257716822358,14450.177299950337,23121.103823130936,14514.04220057252,14862.761856398023,12920.823038800585,35119.83378377523,6479.128490777135,16907.698394518397,10505.45063288577,14460.133125251648,7549.433952290728,25169.13898010816,24162.789098115307,16439.55002425553,11136.073724612279,31113.045816827384,26387.25989942874,11940.184001932299,20190.46512589544,18189.14800093726,17713.48548422924,20890.220582846894,17852.147461860157,8712.685119984539,13513.90517208109,27543.595480619446,25712.028080258468,17542.434038638992,28051.82393356981,23727.767235877884,17322.470868787743,4944.714855277299,19654.81335449411,13392.680426262697,16681.011240329528,14935.4572075983,14389.986831126706,12659.342794947926,17506.683780773557,24379.2815726797,23467.972430527527,12727.988725639256,11280.993661907625,18369.728495543968,13512.86268708448,14440.568202117256,20248.54997277583,34900.68659783071,19546.99846523757,12377.945750406245,20306.19437511618,13366.382681937548
5,9761.208531734172,19427.900581380378,11498.750758234566,11589.973339054754,20104.05580971163,0.0,16209.416306579333,4989.790576767727,8864.266974770107,6393.294143084612,14677.01962252555,8471.508779432386,23573.586744490112,2595.2992120370245,5305.699765346698,9163.266884686924,11464.337835217522,28378.046109624953,26312.775452239926,23782.082835613874,4480.39830818645,13963.054393648978,16526.35982302213,10410.453640451986,10112.437094983583,15037.53014959571,20701.06649426546,30672.427813917828,10084.668611312916,14485.530504610455,4140.5279856559355,6332.959497738794,11282.298347411312,19836.409881830936,14880.30712048646,18132.353625494954,1378.6199621360486,11286.397875318768,19021.581217133342,25785.318186906283,8825.31206247122,14753.84431258511,12061.49364714006,8394.393188313257,25479.029043509487,10008.549994879379,16896.475431284478,12930.055297638908,8079.376522975024,8561.024471405277,17407.009680011095,19294.071965243624,16432.061161035155,7617.3370675059405,20549.298406515,14036.087560285452,5237.683171021325,11736.557459493819,8566.23196043628,13871.233723068759,18216.697862126384,13061.7786307991,7391.606117752758,9580.505310264172,16064.811234496347,13409.827180094455,9719.042442545458,8370.24360457926,4021.409330073227,13900.649337351115,13195.496504489704,4210.608625840212,19951.807587283914,10735.746690379761,11871.086892108911,18248.0420867555,6848.879908422982,22947.51075825001,6005.153953063985,2863.6000069842157,15324.94466547922,25712.985435378756,8458.109777012829,19152.840102710616,5369.829978686476,7681.149979007049,7462.439547493836,12649.779484243983,20056.865408133945,4363.98831345823,8996.161459200252,9259.06528759788,21716.142037664056,7736.073551873716,8558.113460336921,12248.858395785299,18449.683384817203,28332.259722796556,7803.361647392744,24652.6925507134,7215.7684275481015
6,19170.628289130225,15020.042942681623,22024.95357543348,8164.515233619201,27063.985164790494,16209.416306579333,0.0,18315.44127232538,22579.040280755955,18330.926463220563,15767.579015181753,24352.885373195513,14685.829530537252,15864.502418922568,10908.92794916164,22949.9139214072,20901.89630153207,29040.00182506881,22029.387758174307,10430.363224739587,17606.337495345248,2939.7981223206466,8111.586774485002,25612.238832245806,16237.237357383183,4534.698446423974,19050.52327365314,28246.660634489166,20832.028849826413,9335.187036155194,13079.933983013829,13364.0040781197,23982.131369000545,5313.728822587769,26858.435713942836,28028.80398804059,17584.81390291066,17755.280904564705,17916.749844768165,16609.10247424586,15117.09562052182,26978.32413253277,6259.39310157143,18445.199754949797,20906.05462539501,11861.615488625484,19684.558643769487,12302.274627076084,8439.622029451319,13608.258117775398,5968.829449733004,15971.641681430247,13561.259712873285,20249.654243961795,8671.000864952097,23794.352796409486,20590.027974726017,16802.41131504642,13593.77846663686,19639.497855087844,4595.887291916546,3373.7871894949153,22736.74638113378,17443.8707000482,6293.055299296201,3228.1146200220337,16028.084258575633,8576.831874299507,13347.181425304745,9624.610381724551,6185.4484881858,13460.38312976269,21130.47621328019,13737.643538831542,6627.024747199907,4061.049248654835,11517.562459131706,8359.932116949276,11048.386171744722,17332.628710037032,22621.16221594284,18802.87746596249,22184.420659552954,13956.226746509961,18682.919391786712,14284.177610209137,18154.050925344458,9586.13843004575,7620.489551203387,13220.000945537031,15473.245619455538,21105.074295059945,15049.660859966247,21253.1662817567,13621.016885680745,6834.156348811461,10326.965866119632,22405.296918362856,17922.57509399807,16909.167247383888,20125.515769788362
7,5128.096917960892,17338.67852519332,6522.687559587689,15553.041117414947,15245.10314822435,4989.790576767727,18315.44127232538,0.0,4436.666879539189,1619.1578057743477,19589.918044749447,10018.692779000661,22300.316275784073,3011.6626637125214,8398.023577009057,4794.606344633519,6623.391578338095,24255.061430555066,23465.37947700825,23969.098481169458,734.3439248744419,16657.449804817064,20405.503693856714,12672.038865155046,6685.522417881792,15931.313850401668,17640.485254096613,27122.424707241793,5131.037809254576,13816.769521129025,5368.799679630448,5314.726897969453,15103.520715382887,20851.96089100495,18661.94121735464,13147.131778452667,4865.994348537614,16260.922144823153,16015.161379143203,24395.732167737864,5964.39276037385,18451.08777281166,12882.141320448243,3836.9963513143975,22771.240919194544,8704.025333143281,13077.548547032811,11194.79772036994,9918.132737567086,6588.260620224431,17867.48074016032,16899.68014490215,14431.098225706872,2662.600608427783,24114.6404700547,9062.13595130861,3066.731973942294,8187.622670836755,6600.856005095096,9642.094222729831,19168.78068631388,14950.502098591873,4729.96078207843,5578.595163659037,19629.75012576574,16061.028142681278,6375.450729164174,9745.45411974219,5090.559595957992,13144.972955468565,13770.370873727403,4910.705957395535,16217.398311689825,8454.808631778722,15451.644896256192,19371.35477967403,6963.282128421913,23691.29612326012,10052.165537833129,2127.972979151756,10602.965670037795,23646.879413571678,4017.6581487229596,17347.4994739876,424.16977732978575,5484.135027513455,2916.070300935833,11990.365006954542,20342.35827036777,8993.937736053102,5934.2221899757005,4273.768360592324,19982.74918523475,3125.3499004111522,6578.504693317472,12766.86218301114,22550.977207207674,25798.621610465936,3408.66381445868,22925.40294084272,2299.1102626885904
8,5540.113446491868,19465.649385520126,4653.815638806505,19952.315078707034,13208.865242707263,8864.266974770107,22579.040280755955,4436.666879539189,0.0,4286.245093318859,23499.430631400413,10414.667061409116,24888.843785921435,7388.4345432574555,12830.057404392235,370.98921817217274,5723.422490084058,23680.083825865146,24620.469227859976,27426.296742360242,5170.082010954952,21041.82332878974,24825.291700199617,13258.561385007048,8673.107920463113,19871.192465476248,18791.294287515164,27336.27672160201,4057.752333496957,17121.472512608256,9786.833859834343,9280.113415255226,16919.232281637367,24740.33795242094,20249.02498887292,9966.098986062701,8221.368499222011,19713.575525510332,17318.81245928831,26843.269640638042,8706.158739650915,19956.4475045034,16885.895475218364,5126.075496907942,24095.93235382271,12052.497251607238,13551.299015223596,14012.018876664419,14259.68134286317,9850.580744301322,21583.80737960752,18775.740571279737,16795.69269187788,2444.6948684856357,28551.27688913405,6743.739689519458,4097.226378905612,9695.050799248036,9865.480272140834,9820.022810564138,23061.073175374993,19205.30437144905,3235.0740331559646,7119.942766623901,24066.060853409308,20443.205423807685,8536.945882457028,14008.943036503504,9508.707588310832,16438.12595766318,17655.544426610017,9308.384714868633,16583.757143663195,11186.377876685554,19884.796730165486,23324.982593777,11083.768357377377,27422.400642540397,14403.751351644474,6190.897350142384,9428.858255377478,25559.873493427152,421.54477816715985,19709.31061706624,4023.453864529827,8837.809796550275,4861.571042368917,15406.196999908836,23919.551772556275,13150.099353236841,8501.382593437376,2715.3918685891363,22293.6642120581,1333.0015003742494,9838.330600259374,16668.158176595276,26942.761031490445,27214.50220011382,5308.5849338594935,25146.472694992433,2470.349165603923
9,3513.9803642023953,16098.897633067923,5159.904747182839,16287.020844832243,13725.581444878757,6393.294143084612,18330.926463220563,1619.1578057743477,4286.245093318859,0.0,20804.047803252135,11522.799703197135,21230.781097265357,4083.1487849452656,9058.683789602108,4655.693503657645,5083.655771194584,22638.625245363288,22019.00111267539,23301.340261881935,1920.1419218380709,16903.157160720006,21050.50557587632,14219.413665830247,5284.841151822825,15592.259008880015,16175.472048753321,25554.1956242023,3719.9485211491838,13036.876006160372,5839.807702313493,4997.254646303308,16722.54077585102,20473.046011768743,20280.787016287115,11896.673568691376,6423.787122873858,17674.769163980614,14570.688727716339,23281.633361944347,4809.10397059577,20068.91586508848,12600.14607058188,2219.675877239738,21355.196674346036,7914.808209931559,11501.40669657412,10159.862203789971,10094.058896202261,5719.49735553746,17355.29947883355,15588.045964776984,13249.915471428487,1923.0127404674156,24601.135929058237,7679.383569011253,4395.127415672951,6709.154417659501,5733.700027033155,8030.224467597403,18791.84304425726,14958.228671871546,5615.741892216914,4044.3071100004263,20154.641599393428,16302.750596141745,5015.966905791943,9782.341028608644,5571.072517926867,12355.455879893709,13382.224105132898,5313.6846914358775,14643.125349460066,7349.842515319631,16038.51695138924,19046.382596178206,6817.099823238618,23196.594577652988,10937.751505679767,3600.375674842835,9021.727384486854,22369.12179769246,3916.379578130802,16181.338696164788,1466.3614834003245,4652.582616139127,1315.1463796855467,11265.333772241282,19741.311101342788,10127.417242318004,4703.76072945893,3155.5411580266227,18810.560996419008,2999.74465579989,5708.069025511167,12391.233756168109,23276.875069476144,24408.170128053433,1835.455529289664,21734.05300444443,1816.1861138110269
